Nom;Prénom;Autres_formes_du_Nom;Naissance;Mort;Genre;Ville;Rue;Indication;Enseigne;Note;Informations;Lien_IdRef;Ids;ISNI;Liste_Identifiants;Identifiant_BnF
Rocolet;Pierre;Rocollet, Pierre;;1662-01-18;M;Paris;rue de la Vieille-Draperie;au Palais;aux Armes (du Roi et) de la Ville;;"Imprimeur-libraire ; imprimeur ordinaire du Roi (1635) et de la (Maison de) ville (1625). Établi en 1610 ou peu avant. Protégé du chancelier Pierre Séguier. Syndic de la communauté, capitaine de son quartier et lieutenant-colonel au régiment de Champlâtreux durant la Fronde ; se distingue par sa fidélité au Roi ; récompensé en oct. 1651 par lobtention dune médaille royale. Damien Foucault (fils dun libraire dOrléans), mari de sa petite-fille Anne Bonj(e)an, succède en juin 1663 à sa veuve, publiant parfois encore sous la raison : En la boutique de Pierre Rocolet ; sa veuve fera de même jusque vers 1681,Paris : 1610?-1662 ; 1662-1681? ; Au Palais (, dans la Grande salle, joignant la chambre des Consultations ; en la galerie des Prisonniers ; à lentrée de la galerie des Prisonniers) ; Rue de la Vieille-Draperie - Aux Armes (du Roi et) de la Ville,Devise(s) : Invenit viam aut fecit";http://www.idref.fr/032612214/id;http://isni.org/isni/0000000008903969;isni:0000000008903969;http://data.bnf.fr/ark:/12148/cb12360873m#foaf:Person,http://isni.org/isni/0000000008903969,http://viaf.org/viaf/5008190;12360873
Roize;;;;;M;;;;;;;;;;;
Rosch;Jean;;;;M;;;;;;;;;;;
Rosne (de);François;;;;M;;;;;imprimeur du roi;;;;;;
Ruffin;Henri;;;;M;Paris;rue de la Calandre;proche le Palais;;;;;http://viaf.org/viaf/107054351;viaf:107054351;;
Rémy;Veuve de Jean;"Fouquet, Jacqueline,Rémy I, Veuve de Jean (15..-16.. ; imprimeur-libraire),Remigius, Joannes";;;F;Paris;rue Saint-Jacques;près le collège Du Plessis;à limage Saint-Remy;;Imprimeur-libraire. Nom patronymique : Jacqueline Fouquet. - Épouse limprimeur-libraire parisien Jean I Rémy en janv. 1600 à Paris. Veuve en janv. 1643, elle lui succède. Encore en activité en 1649,Lieu dactivité : Paris. Dates dactivité : 1643-1649. Adresse : Rue Saint-Jacques, près le collège du Plessis. Enseigne : À lImage Saint Rémy,Fils de Jean I Rémy. Reçu en oct. 1639 (mais il exerce avant). Gendre et successeur de limprimeur-libraire Adrien Taupinart. Il exerce rue Saint-Jacques, près le collège du Plessis (et de Marmoutiers ou au Palais), à lImage Saint Rémy;http://www.idref.fr/068990278/id;http://isni.org/isni/0000000002569584;isni:0000000002569584;http://data.bnf.fr/ark:/12148/cb159208272#foaf:Person,http://isni.org/isni/0000000002569584,http://viaf.org/viaf/190578161,http://viaf.org/viaf/69268254,http://data.bnf.fr/ark:/12148/cb124904708#foaf:Person;15920827
Sansonius;Jean;;;;M;;;;;;;;;;;
Sara;Henri;Sarra, Henri (imprimeur-libraire);;;M;Paris;rue Saint-Jean de Latran;au mont Saint-Hilaire, près le Puits-Certain;;;"Paris : 1621-1652? ; Rue Saint-Jean-de-Latran ; Au Mont Saint-Hilaire, près le Puits Certain - À lenseigne dAlde,Imprimeur (et libraire ordinaire) de Monsieur. Entré en apprentissage de relieur en 1614. Décédé entre 1652 et 1657";http://www.idref.fr/031008828/id;http://isni.org/isni/000000000076698X;isni:000000000076698X;http://data.bnf.fr/ark:/12148/cb12230989g#foaf:Person,http://isni.org/isni/000000000076698X,http://viaf.org/viaf/14823907;12230989
Sara;Robert;;;1650;M;Paris;rue de la Harpe;;au bras dHercule;;"Paris : 1629-1650 ; Rue de la Harpe - Au Bras dHercule,Imprimeur-libraire. Fils dun laboureur de la région parisienne. En apprentissage chez limprimeur-libraire Pierre I Chevalier à partir de sept. 1604. Se marie en 1611. Reçu maître le 26 avril 1629. Auteur de plusieurs préfaces et avis liminaires déditions. Encore en activité en fév. 1650 ; veuve attestée en 1651";http://www.idref.fr/069065624/id;http://isni.org/isni/0000000003330006;isni:0000000003330006;http://data.bnf.fr/ark:/12148/cb13770968b#foaf:Person,http://isni.org/isni/0000000003330006,http://viaf.org/viaf/37098984;13770968
Saradin;François;;;;M;;;;;;;;;;;
Sassier;Guillaume;;;1685-07;M;Paris;rue des Cordiers;proche la Sorbonne;aux deux tourterelles;imprimeur du maréchal de LHôpital, le 16 mars 1650.|imprimeur du maréchal de LHôpital, le 16 mars 1650.;"Devise(s) : Tu tibi sume parem,Également auteur de divers panégyriques. Sépult. 9 juillet 1685,Dès juin 1641, dirige limprimerie de Jean Laquehay. Reçu maître le 24 nov. 1643. Ses confrères lui contestent ses titres dimprimeur du Roi devant le parlement de Paris en oct. 1648 et devant le Conseil dÉtat en 1661. Arrêté et emprisonné le 17 oct. 1651 pour avoir imprimé le Contrat de mariage du cardinal Mazarin avec la Reine. Suspendu comme imprimeur, ainsi que 12 autres, par arrêt du Conseil du 17 févr. 1667, il présente une requête au Conseil dÉtat, obtient sans doute la levée de cette mesure et continue à imprimer jusquà sa mort,Imprimeur-libraire ; imprimeur et libraire ordinaire du Roi (1647) ; imprimeur de M. le maréchal de LHospital, gouverneur de Paris (1650) ; imprimeur de monsieur le duc dAumale, archevêque et duc de Reims,Paris : 1643-1685 ; (Rue des Cordiers,) Proche (la) Sorbonne ; Rue Saint-Jacques, devant léglise des RR. PP. Jésuites (ou : devant les Jésuites) - Aux Deux Tourterelles";http://www.idref.fr/069108536/id;http://isni.org/isni/0000000367213580;isni:0000000367213580;http://isni.org/isni/0000000367213580,http://data.bnf.fr/ark:/12148/cb13527881k#foaf:Person,http://viaf.org/viaf/231012646;13527881
Savinien;Hilaire;;;;M;;;;;;;;;;;
Savreux;Charles;;;1669-09-22;M;Paris;rue Neuve Notre-Dame;;aux trois Vertus;;"Paris : 1642-1669 ; Sur la terre de Cambrai, vis-à-vis le collège des Trois-Évêques ; Rue (Neuve-) Notre-Dame (, proche léglise Sainte-Geneviève-des-Ardents) ; Au pied (ou : Sous) la (grosse) tour (de) Notre-Dame (, du côté de larchevêché) ; Au parvis Notre-Dame - À lenseigne des Trois Vertus,Devise(s) : Hoc fac et vives. Ardet amans spe nixa fides,Libraire ; libraire et relieur ordinaire du chapitre de léglise de Paris ; imprimeur ordinaire de larchevêché. En oct. 1626 entre en apprentissage pour 5 ans chez François Piot. Ouvre boutique en juillet 1641 avant dêtre reçu et doit fermer. Reçu maître le 20 mars 1642. En fév. 1656 embastillé 15 jours pour avoir imprimé la 1re \Provinciale\ de Pascal. En 1673-1674 son fonds sera racheté par Guillaume I Desprez qui publiera aussi quelques années sous la raison :\En la boutique de Charles Savreux";http://www.idref.fr/033500088/id;http://isni.org/isni/0000000110445191;isni:0000000110445191;http://data.bnf.fr/ark:/12148/cb124360695#foaf:Person,http://isni.org/isni/0000000110445191,http://viaf.org/viaf/22233563;12436069
Sercy;Charles de;De Sercy, Charles;1623;1700;M;Paris;rue de la Vieille-Draperie;au Palais, en la galerie Dauphine;à la bonne foi couronnée;;"Paris : 1649-1700? ; Sur le pont Notre-Dame ; Rue de la Vieille-Draperie ; Au Palais (, dans la salle Dauphine ; au sixième pilier de la grande salle, vis-à-vis (de lescalier ; de la montée) de la cour des Aides) ; Rue de la Pelleterie - À la Bonne Foi (couronnée),Libraire. Originaire de Soissons. Frère puîné de Nicolas de Sercy. En avril 1637 entre en apprentissage chez Nicolas Delaulne quil quitte en nov. 1639 pour entrer chez Jacques I Villery, dont il a peut-être déjà épousé la fille. Après son temps dapprentissage et de compagnonnage, est libraire étalant sur le Pont-Neuf, quil sengage à quitter lors de sa réception en sept. 1649. En mai 1694 prend pour apprenti son neveu Claude II Prudhomme qui lui succédera. Également auteur de préfaces et de lAbrégé méthodique de la géographie, 1698 et de LAmant de bonne foi, 1672. Mort après le 29 mai 1700 ; nest plus attesté lors de lenquête de nov.-déc. 1701,Devise(s) : Fidem Fortuna coronat";http://www.idref.fr/031133460/id;http://isni.org/isni/000000012121564X;isni:000000012121564X;http://data.bnf.fr/ark:/12148/cb122408135#foaf:Person,http://isni.org/isni/000000012121564X,http://viaf.org/viaf/14825870;12240813
Sevestre;Louis;Sevestre III, Louis;;;M;Paris;rue des Cordiers;près Saint-Nicolas du Chardonnet;;;"2e fils de Louis II Sevestre; né après 1605. Décédé entre 1690 et déc. 1692 (veuve attestée),Paris : 1634-1690 ; Rue du Mûrier, près Saint-Nicolas-du-Chardonnet";http://www.idref.fr/031009255/id;http://isni.org/isni/000000038598758X;isni:000000038598758X;http://isni.org/isni/000000038598758X,http://data.bnf.fr/ark:/12148/cb122310161#foaf:Person,http://viaf.org/viaf/250902354;12231016
Sevestre;Pierre;Sevestre III, Pierre (161.?-16..);;;M;Paris;rue des Cordiers;au mont Saint-Hilaire, dans la cour dAlbret.;;;"Devise(s) : Religio christiana,Paris : 1643-1650? ; Au Mont Saint-Hilaire, dans la cour dAlbret ; Rue des Cordiers,3e fils de Louis II Sevestre. Né après sept. 1605. Reçu maître le 15 déc. 1643. Encore attesté en activité, rue des Cordiers, en janv. ou fév. 1650";http://www.idref.fr/069095906/id;http://isni.org/isni/000000010899305X;isni:000000010899305X;http://isni.org/isni/000000010899305X,http://data.bnf.fr/ark:/12148/cb13527352m#foaf:Person,http://viaf.org/viaf/49382678;13527352
Société Typographique du pays grec et latin;;;;;M;;;;;;;;;;;
Sol (du);Louis;;;;M;Paris;;au Palais;;;;;http://viaf.org/viaf/225101049;viaf:225101049;;
Stael;Michiel;Staal, Michiel;1625;;M;Den Haag;;à la Cour, vis-à-vis de la Prison;;;"Variante(s) de prénom : Michael ; Michel. - Imprimeur. - Fils dun boulanger de Delft. Condamné à plusieurs reprises pour impressions prohibées (mars 1651-avril 1652), il est banni de La Haye puis aussi de Delft mais semble avoir continué à y exercer. Arrêté à Delft en oct. 1652, il émigre ensuite en Angleterre et semble nêtre revenu à La Haye quoccasionnellement. Encore en vie en 1662-1663,A travaillé en association avec Johannes Breeckevelt, en 1649-1650,Lieu dactivité : Den Haag. Dates dactivité : 1648?-1651?. Adresse : À la Cour, vis-à-vis de la Prison,Lieu dactivité : Delft. Dates dactivité : 1651,Lieu dactivité : Rotterdam. Dates dactivité : 1652-1654?";https://www.idref.fr/256645167/id;http://isni.org/isni/0000000070610366;isni:0000000070610366;http://catalogue.bnf.fr/ark:/12148/cb12239435b,http://isni.org/isni/0000000070610366;12239435X
Targa;Pierre;Targa I, Pierre (160.?-166.);;;M;Paris;rue Saint-Victor;;au soleil dor;;"Devise(s) : Post nubila Phoebus. Ut attonito formidine terreat hostes,Imprimeur ordinaire de monseigneur larchevêque de Paris (1636-1661). Recu apprenti de son frère aîné Francois Targa en mars 1623. Recu maître en mars 1634, il a publié dès 1632. Décédé peu après mai 1662 (date de quittance de son apprenti Simon Langronne),Paris : 1632-1662? ; Rue Saint-Victor - Au Soleil dor";http://www.idref.fr/031009719/id;http://isni.org/isni/000000000183047X;isni:000000000183047X;http://data.bnf.fr/ark:/12148/cb12231057m#foaf:Person,http://viaf.org/viaf/32049897,http://isni.org/isni/000000000183047X;12231057
Targa;Veuve de François;"Targa I, Veuve de François (16..?-16.. ; imprimeur-libraire)";;;F;Paris;rue Saint-Victor;;au soleil dor;;"Lieu dactivité : Paris. Dates dactivité : 1642-1650. Adresse : Rue Saint-Victor. Enseigne : Au Soleil dor,Nom patronymique : Madeleine Julliot. - Imprimeur (ordinaire) de monseigneur larchevêque de Paris. - Fille de limprimeur-libraire parisien François Julliot. Succède à son mari François I Targa ; attestée en activité dès juillet 1642. Établie à la même adresse que son beau-frère Pierre I Targa et probablement en association avec lui. Encore en activité en 1650,Devise(s) : Terreat hostes ut attonito formidine";http://www.idref.fr/236929054/id;http://isni.org/isni/0000000061037983;isni:0000000061037983;http://viaf.org/viaf/88110509,http://isni.org/isni/0000000061037983,http://data.bnf.fr/ark:/12148/cb16031757r#foaf:Person;16031757
Thibault;J.;;;;M;;;;;;;;;;;
Thibaut des halles;;;;;M;;;;;;;;;;;
Thoreau;Julien;Thorellus, Julianus;;1656-03-17;M;Poitiers;;;;;"À partir de 1647, travaille en association avec son gendre Jean Fleuriau; en janv. 1652, résigne en faveur de ce dernier sa charge dimprimeur du Roi. Jean Fleuriau semble avoir encore publié sous le nom de J. Thoreau jusque vers 1663,Imprimeur-libraire; libraire et imprimeur de luniversité; imprimeur du Roi (1612-1652). Originaire de Saint-Hilaire-le-Lierru, près de Mamers (Sarthe). Succède à Jean I Blanchet dont il épouse la veuve en avril 1608,Poitiers : 1608-1656; 1661-1663";http://www.idref.fr/031282008/id;http://isni.org/isni/0000000000548480;isni:0000000000548480;http://data.bnf.fr/ark:/12148/cb122527785#foaf:Person,http://viaf.org/viaf/68985564,http://isni.org/isni/0000000000548480;12252778
Toussaint;Laurent;;;;M;Paris;;;;;Lieu dactivité : Paris. Dates dactivité : 1652,Publie des mazarinades en 1652. Peut-être sagit-il dun pseudonyme;http://www.idref.fr/241862876/id;http://viaf.org/viaf/120750791;viaf:120750791;http://viaf.org/viaf/120750791,http://data.bnf.fr/ark:/12148/cb161951742#foaf:Person;16195174
Vaillant;Nicolas;;;;M;Paris;rue des Carmes;au mont Saint-Hilaire;;;;;http://viaf.org/viaf/107054346;viaf:107054346;;
Valentin;Claude;;;;M;;;;;;;;;;;
Vallée;P.;;;;M;;;;;;;;;;;
Variquet;Pierre;;;1686-04-29;M;Paris;rue Saint-Jean de Latran;près le collège royal;à lenseigne du Gril;;"Devise(s) : Si in virido, quid in arido,mprimeur-libraire. - Entre en apprentissage en oct. 1619 pour 6 ans chez limprimeur-libraire parisien Jean Libert. Aurait racheté limprimerie de J. Libert dès 1643. Reçu maître le 28 mars 1645. Décédé le 29 avril 1686. La veuve de Jacques de Laize de Bresche rachète son imprimerie le 12 juillet 1686 et la revend en mai 1687 à Guillaume I Desprez,Paris : 1645-1686 ; Rue Saint-Jean-de-Latran, devant (ou : près) le Collège royal ; Rue Saint-Jacques (, près Saint-Benoît) - À lenseigne du Gril";http://www.idref.fr/033676933/id;http://isni.org/isni/0000000114066324;isni:0000000114066324;http://data.bnf.fr/ark:/12148/cb124520281#foaf:Person,http://isni.org/isni/0000000114066324,http://viaf.org/viaf/166849903;12452028
Vereul;Étienne;;;;M;Rouen;rue aux Juifs;dans la cour du Palais, près la grande porte;;;Lieu dactivité : Rouen. Dates dactivité : 1605-1655. Adresse : Rue aux Juifs (, près le Palais). Adresse : Dans la cour du Palais (, près la grande porte),Variante(s) de prénom : Stephanus. Reçu maître en 1605. Encore attesté en activité par la communauté des libraires et imprimeurs de Rouen en juillet 1655,Devise(s) : Superanda omnis Fortuna ferendo;http://www.idref.fr/119435977/id;http://isni.org/isni/0000000000981292;isni:0000000000981292;http://isni.org/isni/0000000000981292,http://data.bnf.fr/ark:/12148/cb133370968#foaf:Person,http://viaf.org/viaf/49370635;13337096
Veron;Guillaume;;;;M;Paris;;au mont Saint-Hilaire;;;Lieu dactivité : Paris. Dates dactivité : 1652. Adresse : Au Mont Saint-Hilaire,Publie au moins une mazarinade en 1652. Peut-être sagit-il dun pseudonyme;http://www.idref.fr/227621158/id;http://viaf.org/viaf/120177344;viaf:120177344;http://data.bnf.fr/ark:/12148/cb161928837#foaf:Person,http://viaf.org/viaf/120177344;16192883
Veuve de lauteur;;;;;M;;;;;;;;;;;
Veuve et héritière de Voiture;;;;;M;;;;;;;;;;;
Villery;Jacques;Villery I, Jacques (159.?-1677?),Villeri, Jacques;;1677;M;Paris;rue dArras;à lentrée de la salle Dauphine;à lÉcu de France - aux Trois Perruques - à lÉtoile;;"Rue dArras ; Au Palais (, sur le perron royal ; à lentrée de (ou : en) la galerie des Libraires ; en la salle Dauphine ; au troisième (ou : premier) pilier de la grande salle) ; À lentrée de la galerie des Libraires ; Rue Clopin (, près le Petit Navarre ; au coin de la rue Dauphine) ; Au premier pilier de la grande salle du Palais ; Proche la porte des Augustins ; Sur le Pont-Neuf ; Rue de la Vieille-Bouclerie, au bout du pont Saint-Michel - À lÉcu de France - Aux Trois Perruques - À lÉtoile,Autre(s) graphie(s) : Villery, Jacques de. Libraire. Entre en apprentissage chez Thomas Blaize en mai 1606. Est reçu libraire en 1623, mais semble exercer avant 1618";http://www.idref.fr/034910840/id;http://isni.org/isni/0000000123207897;isni:0000000123207897;http://isni.org/isni/0000000123207897,http://data.bnf.fr/ark:/12148/cb125612757#foaf:Person,http://viaf.org/viaf/56726396;12561275
Viret;Jean;Viret III, Jean (1610?-1672);1610;1672-06-22;M;Rouen;;"devant la grand-porte du Palais ; au haut des degrés du Palais";;imprimeur du roi;"Rouen : 1632?-1672 ; Devant la grand-porte du Palais ; Au haut des degrés du Palais,Imprimeur-libraire ; imprimeur ordinaire du Roi (1637) et de larchevêché (1661). Vraisemblablement fils du libraire Girard Viret. Gendre en 2es noces (1642) du graveur parisien Jacques I Honervogt. Dit âgé denv. 62 ans lors de son décès";http://www.idref.fr/031010377/id;http://isni.org/isni/0000000108628239;isni:0000000108628239;http://isni.org/isni/0000000108628239,http://data.bnf.fr/ark:/12148/cb12231112x#foaf:Person,http://viaf.org/viaf/2525092;12231112
Vitré;Antoine;Vitray, Antoine (159.?-1674),Vitré, Antonius (159.?-1674);;1674-07-10;M;Paris;Rue Saint-Jacques;proche le Petit Châtelet;;;"Imprimeur-libraire ; imprimeur (-libraire ordinaire) du Roi (, de la Reine régente mère de Sa Majesté, pour les langues orientales (ou : ès langues orientales)) (1630) ; imprimeur du clergé de France (1635). - Fils du libraire parisien Pierre Vitré. Probablement reçu en 1609, il travaille dabord avec sa mère, veuve de Pierre Vitré. Membre de la Compagnie des usages. Publie en 1628-1645 une Bible polyglotte en sept langues (10 vol. in-fol.). Imprime des ouvrages en langues orientales pour les missions soutenues par le cardinal de Richelieu, ainsi que de nombreux ouvrages jansénistes. Emprisonné en 1645 pour avoir imprimé les œuvres de labbé de Saint-Cyran. Élu syndic de la communauté des libraires et imprimeurs de Paris en 1639, il est à nouveau nommé à cette charge en oct. 1643 par le Conseil dÉtat pour faire observer les règlements de la profession. À la demande de Richelieu, achète aux héritiers de François Savary de Brèves des poinçons et des matrices de caractères orientaux. Dit à tort âgé de 81 ans en août 1654. Élu consul en 1664. Décédé à Paris en juillet 1674. Lambert Roulland continue à publier sous son adresse jusquen 1679 environ. Également auteur de divers mémoires et dun ouvrage sur laumône,Paris : 1609?-1674 ; 1674-1679? ; (Rue Perdue ; Proche lhorloge du Palais et ; Devant lhorloge du Palais et) Au collège Saint-Michel (, près (ou : à) la place Maubert) 1610-1623. - (Rue des Carmes, proche (ou : au)) Collège des Lombards 1627-1646. - Rue Saint-Jacques (, devant (la chapelle) Saint-Yves ; proche (le) Petit Châtelet) 1649-1655,Devise(s) : Virtus non territa monstris";http://www.idref.fr/032525559/id;http://isni.org/isni/0000000109189477;isni:0000000109189477;http://data.bnf.fr/ark:/12148/cb12353896s#foaf:Person,http://isni.org/isni/0000000109189477,http://viaf.org/viaf/249288237;12353896
Vivenay;Nicolas;Vivenet, Nicolas;;;M;Paris;au Palais;dans la grande salle;;Imprimeur-libraire.,Paris, 1646-1652 Au Palais,Publia un grand nombre de mazarinades. Au service du prince de Condé. Un extrait des registres du Parlement du 31 août 1651 le note sur la liste des colporteurs autorisés au Palais (BnF Ms F.Fr. 22115, n°48);Imprimeur-libraire.,Paris, 1646-1652 Au Palais,Publia un grand nombre de mazarinades. Au service du prince de Condé;http://www.idref.fr/069259321/id;http://isni.org/isni/0000000121408134;isni:0000000121408134;http://viaf.org/viaf/78788507,http://isni.org/isni/0000000121408134;
Barbote;Louis;;;;M;Paris;rue Marivault;près Saint-Jacques de la Boucherie;;;Imprimeur-libraire. - Lieu dactivité : Paris. - Dates dactivité : 1663-1667. - Adresse : rue Marivault, près Saint-Jacques de la Boucherie;https://www.idref.fr/122586913;http://isni.org/isni/0000000358398050;isni:0000000358398050;http://isni.org/isni/0000000358398050,http://viaf.org/viaf/206129774,http://catalogue.bnf.fr/ark:/12148/cb167330178;16733017
Des Hayes;Pierre;Des-Hays, Pierre,Des Hays II, Pierre;;1659;M;Paris;rue de la Harpe;;aux grandes couronnes;;"Autre(s) graphie(s) : Des-Hayes. - Imprimeur-libraire. - De confession calviniste. En activité dès fév. 1606. Le début de son exercice se confond avec la fin de celui de son père, limprimeur-libraire Pierre I Des Hayes. Épouse avant 1627 Marie Aignan (m. en janv. 1654), veuve, mère dAntoine Cellier quil a pris pour apprenti en janv. 1624 et qui sera son associé. Oncle de François Muguet, son apprenti à partir doct. 1655. Décédé en 1659,Adresse : Paris (1606?-1658), Rue de la Harpe (, proche la Rose rouge) (1606-1658) ; En lîle du Palais, vis-à-vis des Augustins (1620). - Enseigne(s) : Au Pilier rouge (1606-1624) ; À la Limace (1625) ; À lÉcu de France (1629-1631) ; À la Limace (1632-1639) ; À la Rose rouge (1640-1651) ; Aux Gants couronnés (1652-1657),Adresse : Charenton-le-Pont (Charenton) (1608-1658)";https://www.idref.fr/030987768;http://isni.org/isni/0000000000546733;isni:0000000000546733;http://isni.org/isni/0000000000546733,http://viaf.org/viaf/68981549,http://catalogue.bnf.fr/ark:/12148/cb12229398r;12229398
